Case,Date,Time,Street1,DisFm,Geo,Street2,P1,P2,P3,Primary,Inj,Fatal,HR,PP
100482964,"Mon., May. 24,2010",20:56,ELLIS,0,X,POLK,BICYCLE,AUTO,,22350,1,0,YES,
100485190,"Tue., May. 25,2010",15:30,GOLDEN GATE,13,E,JONES,BICYCLE,AUTO,,21461A,1,0,,
100500425,"Sat., May. 29,2010",23:30,3RD,0,X,MISSION,BICYCLE,AUTO,,21453A,0,0,,
100499226,"Sat., May. 29,2010",16:50,MARKET,0,X,VALENCIA,BICYCLE,AUTO,,21755,1,0,,
100508667,"Tue., Jun. 01,2010",18:37,DIVISION,0,X,RHODE ISLAND,BICYCLE,AUTO,,22350,1,0,,
100513531,"Thu., Jun. 03,2010",07:50,PAGE,0,X,SCOTT,BICYCLE,AUTO,,22450,1,0,,
100513462,"Thu., Jun. 03,2010",06:35,12TH,0,X,FULTON,BICYCLE,AUTO,,21650,1,0,,
100519153,"Fri., Jun. 04,2010",18:50,FLORIDA,176,N,19TH,BICYCLE,AUTO,,21804,1,0,,
100518371,"Fri., Jun. 04,2010",15:39,FILLMORE,130,N,VALLEJO,BICYCLE,AUTO,,22350,1,0,,
100519335,"Fri., Jun. 04,2010",20:08,SHOTWELL,177,N,ARMY,BICYCLE,AUTO,,21650,1,0,,
100531834,"Tue., Jun. 08,2010",18:45,GEARY,49,E,23RD,BICYCLE,AUTO,,22350,1,0,,
100532359,"Tue., Jun. 08,2010",20:00,5TH ST NORTH,0,X,MARKET,BICYCLE,AUTO,,22350,1,0,YES,
100529908,"Tue., Jun. 08,2010",09:06,STATE,1,E,LAKE MERCED,BICYCLE,AUTO,,21650.1,1,0,,
100535046,"Wed., Jun. 09,2010",18:37,TREAT,20,S,16TH,BICYCLE,AUTO,,21658A,1,0,,
100541366,"Fri., Jun. 11,2010",16:34,GOUGH,0,X,TURK,BICYCLE,AUTO,,21806A,1,0,,
100541708,"Fri., Jun. 11,2010",18:25,PAGE,0,X,SCOTT,BICYCLE,AUTO,,22450,1,0,,
100558189,"Wed., Jun. 16,2010",23:45,22ND,3,N,CABRILLO,BICYCLE,AUTO,,22350,1,0,,
100566461,"Sat., Jun. 19,2010",13:35,20TH,0,X,ANZA,BICYCLE,AUTO,,21663,0,0,,
100589582,"Sat., Jun. 26,2010",22:55,16TH,6,N,ALBION,BICYCLE,AUTO,,21201.0,1,0,,
100588073,"Sat., Jun. 26,2010",13:30,24TH,0,X,MISSION,BICYCLE,AUTO,,21453A,1,0,,
100592290,"Sun., Jun. 27,2010",18:23,AVENUE E,120,S,13TH,BICYCLE,AUTO,,21650.1,1,0,,
100592610,"Sun., Jun. 27,2010",20:16,EMBARCADERO,125,N,WASHINGTON,BICYCLE,AUTO,,21658A,1,0,,
100616744,"Fri., Jul. 02,2010",01:39,19TH,0,X,TARAVAL,BICYCLE,AUTO,,21200A,1,0,,
100611373,"Sat., Jul. 03,2010",15:26,PARK PRESIDIO,0,X,FULTON,BICYCLE,AUTO,,21650.1,1,0,,
100615240,"Sun., Jul. 04,2010",21:52,FILBERT,0,X,POLK,BICYCLE,AUTO,,22450,1,0,,
100622762,"Wed., Jul. 07,2010",12:29,BAYSHORE,267,S,SILVER,BICYCLE,AUTO,,21650.1,1,0,,
100626554,"Thu., Jul. 08,2010",14:00,MISSION,0,X,ARMY,BICYCLE,AUTO,,21453A,1,0,,
100634977,"Sun., Jul. 11,2010",10:15,POLK,22,S,BROADWAY,BICYCLE,AUTO,,22107,1,0,,
100643843,"Wed., Jul. 14,2010",08:10,MISSION,98,E,9TH,BICYCLE,AUTO,,21658A,1,0,,
100619114,"Thu., Jul. 15,2010",15:40,15TH,0,X,JULIAN,BICYCLE,AUTO,,21800A,1,0,,
100647613,"Thu., Jul. 15,2010",09:01,14TH,0,X,MISSION,BICYCLE,AUTO,,21453A,1,0,,
100652305,"Fri., Jul. 16,2010",13:50,OWENS,0,X,C ST,BICYCLE,AUTO,,22107,1,0,,
100658438,"Sun., Jul. 18,2010",14:25,FELL,10,W,VAN NESS,BICYCLE,AUTO,,21804,1,0,,
100668534,"Wed., Jul. 21,2010",18:15,VICENTE,15,W,21ST,BICYCLE,AUTO,,22100B,1,0,,
100672080,"Thu., Jul. 22,2010",20:18,16TH,0,X,SHOTWELL,BICYCLE,AUTO,,UNK,1,0,,
100673953,"Fri., Jul. 23,2010",12:27,20TH,0,X,OCEAN,BICYCLE,AUTO,,22450,1,0,,
100677193,"Sat., Jul. 24,2010",12:38,SUTTER,14,W,LARKIN,BICYCLE,AUTO,,21650.1,1,0,,
100680209,"Sun., Jul. 25,2010",12:45,MARKET,0,X,VALENCIA,BICYCLE,AUTO,,21755,1,0,,
100695311,"Fri., Jul. 30,2010",08:55,ALABAMA,10,N,NORWICH,BICYCLE,AUTO,,21650,1,0,,
100707267,"Tue., Aug. 03,2010",09:02,IRVING,114,E,23RD,BICYCLE,AUTO,,21755,1,0,,
100707706,"Tue., Aug. 03,2010",11:06,POLK,24,N,ELLIS,BICYCLE,AUTO,,22350,1,0,,
100716810,"Thu., Aug. 05,2010",22:50,FILLMORE,0,X,WALLER,BICYCLE,AUTO,,22450,1,0,,
100716848,"Thu., Aug. 05,2010",23:05,PIERCE,40,S,HAIGHT,BICYCLE,AUTO,,22350,1,0,,
100721580,"Sat., Aug. 07,2010",11:53,4TH,0,X,HARRISON,BICYCLE,AUTO,,21453A,1,0,,
100732690,"Tue., Aug. 10,2010",18:00,MISSION,0,X,GRACE,BICYCLE,AUTO,,UNK,1,0,,
100733933,"Wed., Aug. 11,2010",08:13,8TH,0,X,MISSION,BICYCLE,AUTO,,22100B,0,0,,
100735713,"Wed., Aug. 11,2010",16:52,MARTIN LUTHER KING,120,W,CROSSOVER,BICYCLE,AUTO,,21650,1,0,,
100741304,"Fri., Aug. 13,2010",12:34,MASON,107,S,PINE,BICYCLE,AUTO,,22350,1,0,,
100746573,"Sat., Aug. 14,2010",22:04,48TH,0,X,KIRKHAM,BICYCLE,AUTO,,21201.0,1,0,,
100758317,"Wed., Aug. 18,2010",15:55,GRET HWY,150,S,JOHN F KENNEDY,BICYCLE,AUTO,,22350,1,0,,
100764518,"Fri., Aug. 20,2010",10:18,FILLMORE,0,X,HAIGHT,BICYCLE,AUTO,,22107,1,0,,
100773973,"Mon., Aug. 23,2010",10:02,COLUMBUS,0,X,JACKSON,BICYCLE,AUTO,,21750,1,0,,
100782996,"Wed., Aug. 25,2010",18:40,CHAIN OF LAKES,0,X,JOHN F KENNEDY,BICYCLE,AUTO,,22109,1,0,,
100782560,"Wed., Aug. 25,2010",16:00,MISSION,0,X,DUBOCE,BICYCLE,AUTO,,21453A,1,0,,
100782140,"Wed., Aug. 25,2010",15:02,LAKE MERCED,5,N,JOHN MUIR,BICYCLE,AUTO,,21650.1,1,0,,
100786017,"Thu., Aug. 26,2010",16:32,OAK,20,E,FRANKLIN,BICYCLE,AUTO,,21657,1,0,,
100787338,"Thu., Aug. 26,2010",23:35,EDDY,0,X,TAYLOR,BICYCLE,AUTO,,21650.1,1,0,,
100788712,"Fri., Aug. 27,2010",12:15,9TH,0,X,HARRISON,BICYCLE,AUTO,,22101.0,1,0,,
100798357,"Mon., Aug. 30,2010",10:51,FELL,15,W,DIVISADERO,BICYCLE,AUTO,,21801B,1,0,,
100797876,"Mon., Aug. 30,2010",08:08,JERROLD,0,X,TOLAND,BICYCLE,AUTO,,21200A,1,0,,
100811658,"Thu., Sep. 02,2010",23:04,17TH,0,X,VALENCIA,BICYCLE,AUTO,,21200.5,1,0,,
100813717,"Fri., Sep. 03,2010",15:07,3RD,7,N,INGERSON,BICYCLE,AUTO,,21453A,1,0,,
100818159,"Sat., Sep. 04,2010",20:25,CHURCH,163,S,DUBOCE,BICYCLE,AUTO,,22350,1,0,,
100824554,"Mon., Sep. 06,2010",21:20,ARMY,0,X,VERMONT,BICYCLE,AUTO,,21650.1,1,0,,
100831496,"Wed., Sep. 08,2010",18:30,8TH,0,X,TOWNSEND,BICYCLE,AUTO,,21202A,1,0,,
100852599,"Tue., Sep. 14,2010",17:40,SENECA,2,E,ALEMANY,BICYCLE,AUTO,,21650.1,1,0,,
100859250,"Thu., Sep. 16,2010",15:20,EDDY,0,X,FRANKLIN,BICYCLE,AUTO,,21650.1,1,0,,
100862689,"Fri., Sep. 17,2010",14:44,MISSION,0,X,FAIR,BICYCLE,AUTO,,21453C,1,0,,
100869798,"Sun., Sep. 19,2010",16:35,20TH,0,X,VALENCIA,BICYCLE,AUTO,,21453A,1,0,,
100876787,"Tue., Sep. 21,2010",15:56,GEARY,52,E,17TH,BICYCLE,AUTO,,22350,1,0,,
100884207,"Thu., Sep. 23,2010",13:00,STOCKTON,98,N,WASHINGTON,BICYCLE,AUTO,,22107,1,0,,
100884752,"Thu., Sep. 23,2010",15:30,45TH,0,X,RIVERA,BICYCLE,AUTO,,22450,1,0,,
100909021,"Thu., Sep. 30,2010",12:02,3RD,0,X,BRANNAN,BICYCLE,AUTO,,21453A,1,0,,
100911991,"Fri., Oct. 01,2010",08:52,JACKSON,78,E,WALNUT,BICYCLE,AUTO,,21650.1,1,0,,
100916979,"Sat., Oct. 02,2010",17:44,44TH,0,X,LINCOLN,BICYCLE,AUTO,,21650.1,1,0,,
100918709,"Sun., Oct. 03,2010",11:42,16TH,0,X,POTRERO,BICYCLE,AUTO,,21658A,1,0,,
100929524,"Wed., Oct. 06,2010",15:20,EMBARCADERO,133,S,FOLSOM,BICYCLE,AUTO,,22107,1,0,,
100928269,"Wed., Oct. 06,2010",09:47,UTAH,6,S,16TH,BICYCLE,AUTO,,22350,1,0,,
100950212,"Tue., Oct. 12,2010",18:00,18TH,0,X,DOLORES,BICYCLE,AUTO,,21800A,1,0,,
100950600,"Wed., Oct. 13,2010",09:47,POLK,0,X,POST,BICYCLE,AUTO,,21453A,1,0,,
100951969,"Wed., Oct. 13,2010",07:15,18TH,0,X,ANZA,BICYCLE,AUTO,,22450,1,0,,
100962217,"Sat., Oct. 16,2010",03:06,JOHN F KENNEDY,401,E,8TH,BICYCLE,AUTO,,21650,1,0,YES,
100973032,"Tue., Oct. 19,2010",16:59,MARINA,0,X,SCOTT,BICYCLE,AUTO,,21650.1,1,0,,
100976343,"Wed., Oct. 20,2010",16:32,ELLIS,0,X,POLK,BICYCLE,AUTO,,21755,1,0,,
100977238,"Wed., Oct. 20,2010",21:35,HAYES,0,X,SCOTT,BICYCLE,AUTO,,22450,1,0,,
100994072,"Tue., Oct. 26,2010",07:57,GRANT,0,X,POST,BICYCLE,AUTO,,21453A,1,0,,
101022090,"Wed., Nov. 03,2010",16:42,14TH,0,X,FOLSOM,BICYCLE,AUTO,,21453A,1,0,,
101033439,"Sun., Nov. 07,2010",19:49,BEACH,40,W,GRANT,BICYCLE,AUTO,,21755,0,0,,
101052887,"Fri., Nov. 12,2010",19:06,22ND,0,X,LAWTON,BICYCLE,AUTO,,21802A,1,0,,
101069939,"Wed., Nov. 17,2010",22:48,25TH,8,E,3RD,BICYCLE,AUTO,,22350,1,0,,
101075801,"Fri., Nov. 19,2010",19:50,4TH,0,X,HARRISON,BICYCLE,AUTO,,22101.0,1,0,,
101092695,"Thu., Nov. 25,2010",10:23,15TH,0,X,ALABAMA,BICYCLE,AUTO,,21800B,0,0,,
100080897,"Mon., Jan. 25,2010",13:17,SAN JOSE,31,N,30TH,BICYCLE,AUTO (PKD),,22350,0,0,,
100378250,"Sat., Apr. 24,2010",10:08,TAYLOR,68,S,WATER,BICYCLE,AUTO (PKD),,22350,1,0,,
100389154,"Mon., Apr. 26,2010",16:20,FOLSOM,0,X,MAIN,BICYCLE,AUTO (PKD),,22350,1,0,,
100466350,"Wed., May. 19,2010",18:25,STEUART,226,S,MARKET,BICYCLE,AUTO (PKD),,22350,1,0,,
100472783,"Fri., May. 21,2010",18:40,48TH,16,N,LAWTON,BICYCLE,AUTO (PKD),,22350,1,0,,
100636741,"Sun., Jul. 11,2010",23:29,BARTLETT,97,S,24TH,BICYCLE,AUTO (PKD),,21657,1,0,,
100733905,"Wed., Aug. 11,2010",08:15,VALENCIA,52,N,LIBERTY,BICYCLE,AUTO (PKD),,OTD,1,0,,
100824134,"Mon., Sep. 06,2010",18:21,GOLDEN GATE,25,E,FILLMORE,BICYCLE,AUTO (PKD),,22107,1,0,,
100871016,"Mon., Sep. 20,2010",01:58,LEAVENWORTH,81,N,EDDY,BICYCLE,AUTO (PKD),,21650.1,1,0,,
100927681,"Wed., Oct. 06,2010",01:49,18TH,59,E,GUERRERO,BICYCLE,AUTO (PKD),,OTD,1,0,,
100086607,"Tue., Jan. 26,2010",22:30,7TH,265,N,CABRILLO,BICYCLE,BICYCLE,,22107,1,0,,
100275957,"Wed., Mar. 24,2010",01:21,16TH,71,W,DOLORES,BICYCLE,BICYCLE,,21701,1,0,,
100358882,"Sun., Apr. 18,2010",13:37,SKYLINE,0,,BICYCLE PATH,BICYCLE,BICYCLE,,UNK,2,0,,
100745637,"Sat., Aug. 14,2010",18:13,8TH,0,X,CABRILLO,BICYCLE,BICYCLE,,21453A,2,0,,
100877967,"Tue., Sep. 21,2010",22:39,HAIGHT,0,X,PIERCE,BICYCLE,BICYCLE,,22450,2,0,,
100889053,"Fri., Sep. 24,2010",19:14,LAGUNA,97,S,NORTH POINT,BICYCLE,BICYCLE,,21658A,1,0,YES,
100205960,"Wed., Mar. 03,2010",09:15,MARKET,205,W,5TH,BICYCLE,BUS (OTHER),,21651,1,0,,
100577855,"Wed., Jun. 23,2010",12:30,20TH,0,X,ARKANSAS,BICYCLE,BUS (OTHER),,22348A,1,0,,
100605906,"Thu., Jul. 01,2010",19:05,MARKET,146,E,3RD,BICYCLE,BUS (OTHER),,OTD,1,0,,
100807390,"Wed., Sep. 01,2010",20:30,POLK,132,S,CLAY,BICYCLE,BUS (OTHER),,21754,1,0,,
100933321,"Thu., Oct. 07,2010",16:59,6TH,331,S,CLEMENT,BICYCLE,BUS (OTHER),,22107,0,1,,
100512947,"Wed., Jun. 02,2010",22:50,MARKET,18,W,CHARLES J BRENNAN,BICYCLE,BUS (OTHER),,21453A,1,0,,
100948126,"Tue., Oct. 12,2010",08:28,MISSION,214,W,4TH,BICYCLE,BUS (OTHER),,22107,1,0,,
100952042,"Wed., Oct. 13,2010",08:00,HYDE,83,S,GOLDEN GATE,BICYCLE,BUS (OTHER),,21202A,1,0,,
100036840,"Tue., Jan. 12,2010",10:20,EMBARCADERO,25,S,TOWNSEND,BICYCLE,FIXED OBJECT,,22350,1,0,,
100152010,"Mon., Feb. 15,2010",09:22,EMBARCADERO,105,N,GREEN,BICYCLE,FIXED OBJECT,,22350,1,0,,
100178630,"Tue., Feb. 23,2010",01:00,KEZAR,0,S,WALLER,BICYCLE,FIXED OBJECT,,22350,1,0,,
100936472,"Fri., Oct. 08,2010",14:52,JEFFERSON,207,W,POWELL,BICYCLE,FIXED OBJECT,,22350,1,0,,
100939448,"Sat., Oct. 09,2010",12:26,17TH,2,W,CHURCH,BICYCLE,FIXED OBJECT,,NS,1,0,,
100943295,"Sun., Oct. 10,2010",15:50,17TH,26,E,SANCHEZ,BICYCLE,FIXED OBJECT,,NS,1,0,,
101105834,"Tue., Nov. 30,2010",09:16,SANCHEZ,14,S,14TH,BICYCLE,FIXED OBJECT,,OTD,1,0,,
100618288,"Mon., Jul. 05,2010",22:01,CASTRO,55,N,20TH,BICYCLE,MOTORCYCLE,,22350,1,0,,
100158234,"Wed., Feb. 17,2010",07:30,MISSION,0,X,EMBARCADERO,BICYCLE,OTHER OBJECT,,NS,1,0,,
100046526,"Thu., Jan. 14,2010",19:30,MARKET,0,X,GRANT,BICYCLE,PEDESTRIAN,,21453A,1,0,YES,
100211531,"Thu., Mar. 04,2010",23:21,5TH,0,X,MISSION,BICYCLE,PEDESTRIAN,,21650,1,0,,
100626065,"Thu., Jul. 08,2010",10:45,VAN NESS,0,X,SACRAMENTO,BICYCLE,PEDESTRIAN,,22107,1,0,,
100629940,"Fri., Jul. 09,2010",17:25,GEARY,0,X,STOCKTON,BICYCLE,PEDESTRIAN,,21950A,1,0,,
100745160,"Sat., Aug. 14,2010",15:00,ELLIS,100,E,VAN NESS,BICYCLE,PEDESTRIAN,,21650.1,1,0,YES,
100950234,"Tue., Oct. 12,2010",18:00,26TH,0,X,TARAVAL,BICYCLE,PEDESTRIAN,,22450,2,0,,
100950121,"Tue., Oct. 12,2010",17:17,TARAVAL,13,E,29TH,BICYCLE,PEDESTRIAN,,21950A,1,0,,
101019122,"Tue., Nov. 02,2010",17:20,VALENCIA,9,N,17TH,BICYCLE,PEDESTRIAN,,21950A,1,0,,
101063420,"Tue., Nov. 16,2010",09:09,FOLSOM,15,E,6TH,BICYCLE,PEDESTRIAN,,21453A,2,0,,
100083192,"Tue., Jan. 26,2010",01:58,MARKET,43,E,SOUTH VAN NESS,BICYCLE,TAXI,,21703,0,0,YES,
100159862,"Wed., Feb. 17,2010",13:10,POTRERO,46,S,21ST,BICYCLE,TAXI,,21208A,0,0,YES,
100195894,"Sun., Feb. 28,2010",02:36,18TH,0,X,COLLINGWOOD,BICYCLE,TAXI,,21801A,1,0,,
100289726,"Sun., Mar. 28,2010",01:09,17TH,0,X,TREAT,BICYCLE,TAXI,,21802A,2,0,,
100302970,"Thu., Apr. 01,2010",05:50,17TH,0,X,VERMONT,BICYCLE,TAXI,,22450,1,0,,
100316642,"Mon., Apr. 05,2010",16:30,MARKET,33,W,NEW MONTGOMERY,BICYCLE,TAXI,,21658A,1,0,,
100365213,"Tue., Apr. 20,2010",12:30,VALENCIA,4,S,18TH,BICYCLE,TAXI,,22350,1,0,,
100376947,"Fri., Apr. 23,2010",22:17,13TH,0,X,HARRISON,BICYCLE,TAXI,,22107,1,0,,
100434181,"Mon., May. 10,2010",19:17,ELLIS,0,X,POLK,BICYCLE,TAXI,,22350,1,0,,
100540227,"Fri., Jun. 11,2010",10:30,MARKET,39,E,5TH,BICYCLE,TAXI,,21658A,1,0,,
100623027,"Wed., Jul. 07,2010",11:00,BUSH,8,W,JONES,BICYCLE,TAXI,,22350,1,0,,
100634353,"Sun., Jul. 11,2010",01:06,FAIR OAKS,2,S,24TH,BICYCLE,TAXI,,21801A,1,0,,
100650199,"Thu., Jul. 15,2010",20:47,ARGUELLO,0,X,EUCLID,BICYCLE,TAXI,,21201A,1,0,,
100694852,"Fri., Jul. 30,2010",01:15,10TH,0,X,MARKET,BICYCLE,TAXI,,21208A,1,0,,
100759149,"Wed., Aug. 18,2010",21:05,MISSION,75,S,26TH,BICYCLE,TAXI,,21202A,1,0,,
100808097,"Thu., Sep. 02,2010",00:26,GEARY,18,W,STOCKTON,BICYCLE,TAXI,,21453A,0,0,YES,
100824372,"Mon., Sep. 06,2010",19:33,19TH,0,X,GUERRERO,BICYCLE,TAXI,,21453A,1,0,,
100881598,"Wed., Sep. 22,2010",20:43,CHURCH,0,X,DUBOCE,BICYCLE,TAXI,,22450,1,0,,
101023032,"Wed., Nov. 03,2010",21:00,HOWARD,128,E,11TH,BICYCLE,TAXI,,21657,1,0,,
101078623,"Sat., Nov. 20,2010",17:09,NAPOLEON,532,N,JERROLD,BICYCLE,TRK TRAC W/TRL,,21201.0,1,0,,
100104390,"Mon., Feb. 01,2010",10:36,OAKDALE,0,X,RANKIN,BICYCLE,TRK/TRK TRAC,,22450,1,0,,
100300617,"Wed., Mar. 31,2010",12:55,MARKET,40,W,11TH,BICYCLE,TRK/TRK TRAC,,22107,1,0,,
100329833,"Fri., Apr. 09,2010",15:17,BEACH,53,E,JONES,BICYCLE,TRK/TRK TRAC,,OTD,1,0,,
100388334,"Tue., Apr. 27,2010",12:33,17TH,22,E,MISSION,BICYCLE,TRK/TRK TRAC,,21650,1,0,,
100552335,"Tue., Jun. 15,2010",12:00,16TH,0,X,CAPP,BICYCLE,TRK/TRK TRAC,,21800A,1,0,,
100592648,"Sun., Jun. 27,2010",20:17,43RD,0,X,RIVERA,BICYCLE,TRK/TRK TRAC,,22450,1,0,,
100637266,"Mon., Jul. 12,2010",06:50,MARKET,0,X,FREMONT,BICYCLE,TRK/TRK TRAC,,21453A,1,0,,
100737690,"Thu., Aug. 12,2010",09:55,SAN JOSE,0,N,KINGSTON,BICYCLE,TRK/TRK TRAC,,22350,1,0,,
100738228,"Thu., Aug. 12,2010",13:05,TENNESSE,1,S,ARMY,BICYCLE,TRK/TRK TRAC,,21202A,1,0,,
100742423,"Fri., Aug. 13,2010",18:20,NEWHALL,22,S,FAIRFAX,BICYCLE,TRK/TRK TRAC,,21806A,1,0,,
100802938,"Tue., Aug. 31,2010",13:33,24TH,67,W,MISSION,BICYCLE,TRK/TRK TRAC,,21202A,1,0,,
100826986,"Tue., Sep. 07,2010",14:18,HOLLOWAY,0,X,JUNIPERO SERRA,BICYCLE,TRK/TRK TRAC,,21801A,1,0,,
100851654,"Tue., Sep. 14,2010",13:55,5TH ST NORTH,33,N,MARKET,BICYCLE,TRK/TRK TRAC,,22107,0,0,,
100955955,"Thu., Oct. 14,2010",09:40,20TH,0,X,VICENTE,BICYCLE,TRK/TRK TRAC,,22450,1,0,,
101022454,"Wed., Nov. 03,2010",18:00,CLAYTON,0,X,PAGE,BICYCLE,TRK/TRK TRAC,,21802A,1,0,,
100652054,"Fri., Jul. 16,2010",12:56,24TH,27,E,BARTLETT,BICYCLE,AUTO (PKD),AUTO,22350,1,0,,
100961463,"Fri., Oct. 15,2010",21:30,GRAFTON,36,W,GRANADA,BICYCLE,BUS (OTHER),AUTO,21751,1,0,,
100327699,"Thu., Apr. 08,2010",22:38,GUERRERO,8,N,20TH,BICYCLE,AUTO,AUTO (PKD),21453A,1,0,,
100983962,"Fri., Oct. 22,2010",22:00,ELLIS,256,E,POWELL,BICYCLE,AUTO (PKD),AUTO (PKD),21658A,0,0,YES,
101060329,"Mon., Nov. 15,2010",10:11,SOUTH VAN NESS,136,S,MARKET,BICYCLE,BUS (OTHER),AUTO (PKD),21750,1,0,,
100622709,"Wed., Jul. 07,2010",08:58,EMBARCADERO,10,W,MARKET,BICYCLE,BICYCLE,PEDESTRIAN,22350,2,0,YES,
100708384,"Tue., Aug. 03,2010",14:20,4TH,0,X,HOWARD,BICYCLE,PEDESTRIAN,PEDESTRIAN,22350,2,0,YES,
100844176,"Sun., Sep. 12,2010",09:30,VAN NESS,12,N,GEARY,BICYCLE,PEDESTRIAN,PEDESTRIAN,21453A,3,0,,
100007722,"Sun., Jan. 03,2010",13:00,POWELL,18,N,BROADWAY,AUTO,BICYCLE,,22106,1,0,,
100066223,"Wed., Jan. 20,2010",19:12,FULTON,30,W,FRANKLIN,AUTO,BICYCLE,,21650,1,0,YES,
100067936,"Thu., Jan. 21,2010",07:00,POTRERO,573,S,25TH,AUTO,BICYCLE,,22517,1,0,0,
100091662,"Thu., Jan. 28,2010",11:59,CAPP,162,S,22ND,AUTO,BICYCLE,,21804,1,0,,
100091098,"Thu., Jan. 28,2010",08:53,DIVISADERO,0,X,POST,AUTO,BICYCLE,,21717,1,0,,
100094616,"Fri., Jan. 29,2010",08:12,CASTRO,221,N,20TH,AUTO,BICYCLE,,22103,1,0,,
100094428,"Fri., Jan. 29,2010",03:37,3RD,190,S,MARIN,AUTO,BICYCLE,,22350,1,0,YES,
100106534,"Mon., Feb. 01,2010",19:34,8TH,0,X,FULTON,AUTO,BICYCLE,,21801A,1,0,,
100104710,"Mon., Feb. 01,2010",12:00,VAN NESS,66,N,TURK,AUTO,BICYCLE,,22350,1,0,YES,
100108643,"Tue., Feb. 02,2010",13:58,14TH,0,X,SANCHEZ,AUTO,BICYCLE,,21802A,1,0,,
100115381,"Thu., Feb. 04,2010",09:55,NEW MONTGOMERY,33,S,MINNA,AUTO,BICYCLE,,22517,1,0,,
100122308,"Sat., Feb. 06,2010",09:15,23RD,0,X,VALENCIA,AUTO,BICYCLE,,21801A,1,0,,
100122380,"Sat., Feb. 06,2010",09:15,23RD,0,X,VALENCIA,AUTO,BICYCLE,,21801A,1,0,,
100122875,"Sat., Feb. 06,2010",13:20,TWIN PEAKS,0,S,PALO ALTO,AUTO,BICYCLE,,21460A,1,0,,
100133446,"Tue., Feb. 09,2010",17:48,BROADWAY,0,X,POLK,AUTO,BICYCLE,,21801A,1,0,,
100138690,"Thu., Feb. 11,2010",08:48,DIVISION,25,W,VERMONT,AUTO,BICYCLE,,22107,1,0,,
100139563,"Thu., Feb. 11,2010",09:30,MISSION,200,S,15TH,AUTO,BICYCLE,,22107,1,0,YES,
100139808,"Thu., Feb. 11,2010",14:02,POLK,118,N,MC ALLISTER,AUTO,BICYCLE,,21209,1,0,YES,
100431884,"Fri., Feb. 12,2010",14:00,LARKIN,80,N,ELLIS,AUTO,BICYCLE,,21703,1,0,YES,
100142588,"Fri., Feb. 12,2010",10:15,EDDY,176,W,LARKIN,AUTO,BICYCLE,,22517,1,0,YES,
100157060,"Tue., Feb. 16,2010",19:30,PACIFIC,145,W,FRANKLIN,AUTO,BICYCLE,,22107,1,0,,
100161936,"Wed., Feb. 17,2010",21:10,MARKET,0,X,LARKIN,AUTO,BICYCLE,,22106,1,0,YES,
100163506,"Thu., Feb. 18,2010",10:55,MC ALLISTER,106,W,LARKIN,AUTO,BICYCLE,,22107,1,0,,
100169510,"Fri., Feb. 19,2010",23:15,MISSION,260,S,FAIR,AUTO,BICYCLE,,21658A,1,0,,
100190424,"Fri., Feb. 26,2010",12:18,HYDE,0,X,TURK,AUTO,BICYCLE,,22107,1,0,YES,
100194181,"Sat., Feb. 27,2010",16:00,BROSNAN,0,X,VALENCIA,AUTO,BICYCLE,,22107,1,0,YES,
100200807,"Mon., Mar. 01,2010",16:30,18TH,180,E,MISSION,AUTO,BICYCLE,,22517,1,0,,
100210317,"Thu., Mar. 04,2010",16:10,ARGUELLO,110,S,CLEMENT,AUTO,BICYCLE,,21801A,1,0,,
100221712,"Mon., Mar. 08,2010",10:29,POLK,8,S,JACKSON,AUTO,BICYCLE,,22517,1,0,,
100229493,"Wed., Mar. 10,2010",13:25,LAGUNA,50,N,BAY,AUTO,BICYCLE,,21750,1,0,,
100233894,"Thu., Mar. 11,2010",12:01,5TH,0,X,MARKET,AUTO,BICYCLE,,21453.0,1,0,YES,
100232571,"Thu., Mar. 11,2010",10:12,16TH,251,W,MISSISSIPPI,AUTO,BICYCLE,,22107,1,0,,
100243396,"Sun., Mar. 14,2010",13:34,FLORIDA,90,N,23RD,AUTO,BICYCLE,,22517,1,0,,
100249156,"Tue., Mar. 16,2010",08:44,DUBOCE,0,X,VALENCIA,AUTO,BICYCLE,,22107,1,0,YES,
100258135,"Thu., Mar. 18,2010",16:19,23RD,0,X,VALENCIA,AUTO,BICYCLE,,21717,1,0,,
100271494,"Mon., Mar. 22,2010",19:20,DUBOCE,0,X,VALENCIA,AUTO,BICYCLE,,NS,1,0,YES,
100270719,"Mon., Mar. 22,2010",15:37,24TH,0,X,SHOTWELL,AUTO,BICYCLE,,21801A,1,0,,
100286283,"Fri., Mar. 26,2010",22:55,MARKET,0,X,STEUART,AUTO,BICYCLE,,22106,1,0,,
100287714,"Sat., Mar. 27,2010",12:53,MARKET,125,E,HERMANN,AUTO,BICYCLE,,NS,1,0,,
100288728,"Sat., Mar. 27,2010",18:47,KEARNY,2,E,EMBARCADERO,AUTO,BICYCLE,,22107,1,0,,
100298454,"Tue., Mar. 30,2010",18:45,5TH,4,N,PARNASSUS,AUTO,BICYCLE,,21802A,1,0,,
100301869,"Wed., Mar. 31,2010",18:05,FOLSOM,6,E,3RD,AUTO,BICYCLE,,OID,1,0,,
100304625,"Thu., Apr. 01,2010",15:52,16TH,0,X,CAPP,AUTO,BICYCLE,,22107,1,0,,
